file_name,file_path,author_type,word_count,matched_words,dictionary_coverage,function (Function Words),pronoun (Pronouns),ppron (Personal Pronouns),i (I),we (We),you (You),shehe (SheHe),they (They),ipron (Impersonal Pronouns),article (Articles),prep (Prepositions),auxverb (Auxiliary Verbs),adverb (Adverbs),conj (Conjunctions),negate (Negations),verb (Verbs),adj (Adjectives),compare (Comparisons),interrog (Interrogatives),number (Numbers),quant (Quantifiers),affect (Affect),posemo (Positive Emotions),negemo (Negative Emotions),anx (Anx),anger (Anger),sad (Sad),social (Social),family (Family),friend (Friends),female (Female),male (Male),cogproc (Cognitive Processes),insight (Insight),cause (Causal),discrep (Discrepancies),tentat (Tentative),certain (Certainty),differ (Differentiation),percept (Perceptual Processes),see (See),hear (Hear),feel (Feel),bio (Biological Processes),body (Body),health (Health),sexual (Sexual),ingest (Ingest),drives (Drives),affiliation (Affiliation),achieve (Achievement),power (Power),reward (Reward),risk (Risk),focuspast (Past Focus),focuspresent (Present Focus),focusfuture (Future Focus),relativ (Relativity),motion (Motion),space (Space),time (Time),work (Work),leisure (Leisure),home (Home),money (Money),relig (Religion),death (Death),informal (Informal Language),swear (Swear),netspeak (Netspeak),assent (Assent),nonflu (Nonfluencies),filler (Filler Words)
0.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/0.txt,human,96,71,73.95833333333333,43.75,16.666666666666668,4.166666666666667,0.0,0.0,0.0,3.125,1.0416666666666667,15.625,16.666666666666668,23.958333333333332,2.0833333333333335,3.125,4.166666666666667,0.0,10.416666666666666,2.0833333333333335,2.0833333333333335,1.0416666666666667,7.291666666666667,2.0833333333333335,5.208333333333333,1.0416666666666667,4.166666666666667,0.0,2.0833333333333335,0.0,5.208333333333333,0.0,0.0,0.0,2.0833333333333335,6.25,1.0416666666666667,2.0833333333333335,1.0416666666666667,1.0416666666666667,0.0,2.0833333333333335,4.166666666666667,3.125,1.0416666666666667,0.0,2.0833333333333335,0.0,0.0,0.0,2.0833333333333335,12.5,1.0416666666666667,1.0416666666666667,6.25,4.166666666666667,1.0416666666666667,2.0833333333333335,5.208333333333333,0.0,11.458333333333334,3.125,7.291666666666667,3.125,1.0416666666666667,7.291666666666667,0.0,1.0416666666666667,0.0,0.0,1.0416666666666667,0.0,0.0,1.0416666666666667,1.0416666666666667,0.0
1.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/1.txt,human,94,72,76.59574468085107,43.61702127659574,15.957446808510639,8.51063829787234,0.0,0.0,0.0,8.51063829787234,0.0,15.957446808510639,12.76595744680851,19.148936170212767,5.319148936170213,7.446808510638298,6.382978723404255,3.1914893617021276,8.51063829787234,4.25531914893617,0.0,7.446808510638298,0.0,1.0638297872340425,9.574468085106384,4.25531914893617,5.319148936170213,2.127659574468085,1.0638297872340425,0.0,2.127659574468085,0.0,0.0,0.0,0.0,8.51063829787234,0.0,1.0638297872340425,3.1914893617021276,2.127659574468085,2.127659574468085,5.319148936170213,8.51063829787234,2.127659574468085,2.127659574468085,4.25531914893617,0.0,0.0,0.0,0.0,0.0,2.127659574468085,0.0,0.0,1.0638297872340425,0.0,1.0638297872340425,1.0638297872340425,5.319148936170213,1.0638297872340425,13.829787234042554,5.319148936170213,6.382978723404255,2.127659574468085,2.127659574468085,5.319148936170213,0.0,0.0,2.127659574468085,0.0,1.0638297872340425,0.0,0.0,0.0,1.0638297872340425,1.0638297872340425
10.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/10.txt,human,211,134,63.507109004739334,40.758293838862556,18.95734597156398,12.796208530805687,0.47393364928909953,0.0,0.47393364928909953,11.848341232227488,0.9478672985781991,15.639810426540285,12.322274881516588,17.53554502369668,3.3175355450236967,7.109004739336493,8.056872037914692,0.9478672985781991,9.004739336492891,4.739336492890995,0.47393364928909953,5.213270142180095,1.4218009478672986,0.9478672985781991,4.265402843601896,1.4218009478672986,2.843601895734597,0.47393364928909953,2.3696682464454977,0.0,4.739336492890995,0.0,0.0,0.0,0.47393364928909953,8.530805687203792,0.47393364928909953,3.7914691943127963,2.3696682464454977,3.3175355450236967,0.0,2.843601895734597,3.3175355450236967,0.0,2.843601895734597,0.47393364928909953,1.8957345971563981,1.8957345971563981,0.0,0.47393364928909953,0.0,7.5829383886255926,0.47393364928909953,0.0,5.213270142180095,1.8957345971563981,2.3696682464454977,2.843601895734597,3.3175355450236967,1.4218009478672986,14.218009478672986,5.687203791469194,9.004739336492891,5.213270142180095,0.47393364928909953,0.0,0.47393364928909953,0.0,0.47393364928909953,1.4218009478672986,0.47393364928909953,0.47393364928909953,0.0,0.0,0.0,0.0
100.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/100.txt,human,156,128,82.05128205128206,60.256410256410255,20.512820512820515,7.051282051282051,0.0,0.0,1.2820512820512822,5.769230769230769,0.0,19.23076923076923,14.102564102564102,19.23076923076923,11.538461538461538,16.666666666666668,10.256410256410257,1.9230769230769231,18.58974358974359,1.9230769230769231,2.5641025641025643,8.333333333333334,0.0,2.5641025641025643,1.9230769230769231,0.6410256410256411,1.2820512820512822,0.0,0.0,0.0,5.769230769230769,0.0,0.0,0.0,0.0,16.666666666666668,1.9230769230769231,3.8461538461538463,3.2051282051282053,3.2051282051282053,1.2820512820512822,3.2051282051282053,1.2820512820512822,0.0,0.0,1.2820512820512822,1.2820512820512822,0.0,0.0,0.0,1.2820512820512822,10.256410256410257,1.9230769230769231,0.0,7.6923076923076925,0.6410256410256411,0.6410256410256411,3.8461538461538463,10.897435897435898,1.2820512820512822,13.461538461538462,7.051282051282051,0.6410256410256411,7.051282051282051,3.8461538461538463,0.6410256410256411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/1000.txt,human,122,64,52.459016393442624,38.52459016393443,7.377049180327869,5.737704918032787,0.0,0.0,0.0,5.737704918032787,0.0,7.377049180327869,17.21311475409836,25.40983606557377,2.459016393442623,2.459016393442623,4.918032786885246,0.819672131147541,6.557377049180328,0.819672131147541,0.0,1.639344262295082,0.0,0.0,2.459016393442623,0.819672131147541,1.639344262295082,0.0,0.819672131147541,0.0,5.737704918032787,0.0,0.0,0.0,0.0,6.557377049180328,1.639344262295082,1.639344262295082,1.639344262295082,1.639344262295082,0.819672131147541,2.459016393442623,0.819672131147541,0.0,0.819672131147541,0.0,1.639344262295082,0.819672131147541,0.819672131147541,0.0,0.0,5.737704918032787,1.639344262295082,1.639344262295082,1.639344262295082,0.819672131147541,1.639344262295082,0.819672131147541,3.278688524590164,0.819672131147541,5.737704918032787,1.639344262295082,2.459016393442623,3.278688524590164,4.098360655737705,0.0,0.0,0.819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/1001.txt,human,47,20,42.5531914893617,34.04255319148936,6.382978723404255,4.25531914893617,0.0,0.0,2.127659574468085,2.127659574468085,4.25531914893617,2.127659574468085,8.51063829787234,17.02127659574468,4.25531914893617,6.382978723404255,6.382978723404255,2.127659574468085,4.25531914893617,2.127659574468085,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51063829787234,0.0,0.0,0.0,0.0,4.25531914893617,0.0,0.0,2.127659574468085,0.0,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25531914893617,0.0,8.51063829787234,0.0,4.25531914893617,4.25531914893617,4.25531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/1002.txt,human,56,44,78.57142857142857,46.42857142857143,21.428571428571427,17.857142857142858,0.0,3.5714285714285716,0.0,10.714285714285714,3.5714285714285716,14.285714285714286,16.071428571428573,19.642857142857142,7.142857142857143,8.928571428571429,7.142857142857143,0.0,14.285714285714286,1.7857142857142858,3.5714285714285716,5.357142857142857,1.7857142857142858,0.0,5.357142857142857,3.5714285714285716,1.7857142857142858,0.0,0.0,0.0,16.071428571428573,1.7857142857142858,0.0,1.7857142857142858,1.7857142857142858,10.714285714285714,7.142857142857143,1.7857142857142858,1.7857142857142858,1.7857142857142858,0.0,1.7857142857142858,1.7857142857142858,0.0,1.7857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.357142857142857,1.7857142857142858,17.857142857142858,3.5714285714285716,1.7857142857142858,0.0,8.928571428571429,1.7857142857142858,10.714285714285714,3.5714285714285716,1.7857142857142858,8.928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/1003.txt,human,135,90,66.66666666666667,51.111111111111114,20.0,13.333333333333334,2.962962962962963,1.4814814814814814,0.7407407407407407,8.88888888888889,0.7407407407407407,13.333333333333334,11.11111111111111,12.592592592592593,7.407407407407407,14.814814814814815,11.851851851851851,2.962962962962963,15.555555555555555,0.0,0.7407407407407407,6.666666666666667,0.0,1.4814814814814814,2.2222222222222223,0.0,2.2222222222222223,0.7407407407407407,0.0,1.4814814814814814,5.925925925925926,0.0,0.7407407407407407,0.0,2.2222222222222223,15.555555555555555,2.2222222222222223,3.7037037037037037,4.444444444444445,2.2222222222222223,0.0,8.148148148148149,2.962962962962963,2.2222222222222223,0.0,0.7407407407407407,1.4814814814814814,0.0,0.7407407407407407,0.0,0.7407407407407407,8.88888888888889,3.7037037037037037,2.2222222222222223,1.4814814814814814,1.4814814814814814,2.2222222222222223,0.7407407407407407,10.37037037037037,3.7037037037037037,14.074074074074074,5.185185185185185,5.185185185185185,8.88888888888889,1.4814814814814814,2.2222222222222223,0.0,0.0,0.7407407407407407,0.0,0.7407407407407407,0.0,0.7407407407407407,0.0,0.0,0.0
1004.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/1004.txt,human,103,69,66.99029126213593,43.689320388349515,20.388349514563107,10.679611650485437,0.0,0.0,1.941747572815534,9.70873786407767,2.912621359223301,17.475728155339805,18.446601941747574,16.50485436893204,3.883495145631068,9.70873786407767,10.679611650485437,0.0,10.679611650485437,0.0,2.912621359223301,7.766990291262136,3.883495145631068,0.970873786407767,3.883495145631068,2.912621359223301,0.0,0.0,0.0,0.0,10.679611650485437,0.0,0.970873786407767,0.0,1.941747572815534,10.679611650485437,0.970873786407767,3.883495145631068,2.912621359223301,3.883495145631068,0.0,3.883495145631068,3.883495145631068,0.0,3.883495145631068,0.0,0.970873786407767,0.0,0.0,0.0,0.970873786407767,9.70873786407767,2.912621359223301,1.941747572815534,6.796116504854369,0.0,0.0,0.0,6.796116504854369,0.970873786407767,10.679611650485437,1.941747572815534,0.970873786407767,7.766990291262136,4.854368932038835,0.970873786407767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/FakeTrue.Br-main/fake/1005.txt,human,115,83,72.17391304347827,48.69565217391305,14.782608695652174,7.826086956521739,0.0,0.0,0.0,6.956521739130435,0.8695652173913043,13.043478260869565,13.043478260869565,16.52173913043478,9.565217391304348,9.565217391304348,6.956521739130435,0.8695652173913043,16.52173913043478,3.4782608695652173,2.608695652173913,3.4782608695652173,2.608695652173913,0.0,2.608695652173913,1.7391304347826086,0.8695652173913043,0.0,0.8695652173913043,0.0,7.826086956521739,0.0,1.7391304347826086,0.0,2.608695652173913,11.304347826086957,1.7391304347826086,4.3478260869565215,1.7391304347826086,3.4782608695652173,0.8695652173913043,1.7391304347826086,0.8695652173913043,0.0,0.8695652173913043,0.0,3.4782608695652173,0.8695652173913043,1.7391304347826086,0.0,0.8695652173913043,14.782608695652174,1.7391304347826086,0.8695652173913043,8.695652173913043,3.4782608695652173,3.4782608695652173,2.608695652173913,9.565217391304348,1.7391304347826086,12.173913043478262,6.086956521739131,5.217391304347826,6.086956521739131,6.956521739130435,0.0,0.0,0.0,1.7391304347826086,0.0,0.8695652173913043,0.0,0.0,0.0,0.0,0.8695652173913043
